ERR2604080	ERR2604080__k119_241051	superkingdom	-_cellular organisms;d_Bacteria
ERR2604080	ERR2604080__k119_261876	clade	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda
ERR2604080	ERR2604080__k119_179504	superkingdom	-_cellular organisms;d_Archaea
ERR2604080	ERR2604080__k119_25069	order	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rhodobacterales
ERR2604080	ERR2604080__k119_117972	superkingdom	-_cellular organisms;d_Bacteria
ERR2604080	ERR2604080__k119_118018	superkingdom	-_cellular organisms;d_Bacteria
ERR2604080	ERR2604080__k119_231955	superkingdom	-_cellular organisms;d_Bacteria
ERR2604080	ERR2604080__k119_14969	superkingdom	-_cellular organisms;d_Bacteria
ERR2604080	ERR2604080__k119_98818	family	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae
ERR2604080	ERR2604080__k119_275597	superkingdom	-_cellular organisms;d_Bacteria
ERR2604090	ERR2604090__k119_128614	phylum	-_cellular organisms;d_Bacteria;p_Pseudomonadota
ERR2604090	ERR2604090__k119_206825	class	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria
ERR2604090	ERR2604090__k119_18610	strain	-_cellular organisms;d_Archaea;p_Euryarchaeota;-_Stenosarchaea group;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Haloarcula;s_Haloarcula japonica;-_Haloarcula japonica DSM 6131
ERR2604090	ERR2604090__k119_199728	class	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria
ERR2604090	ERR2604090__k119_97687	phylum	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidota/Chlorobiota group;p_Bacteroidota
ERR2604090	ERR2604090__k119_168734	superkingdom	-_cellular organisms;d_Bacteria
ERR2604090	ERR2604090__k119_130258	phylum	-_cellular organisms;d_Bacteria;p_Pseudomonadota
ERR2604090	ERR2604090__k119_224386	class	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria
ERR2604101	ERR2604101__k119_115232	superkingdom	-_cellular organisms;d_Bacteria
ERR2604101	ERR2604101__k119_71355	superkingdom	-_cellular organisms;d_Bacteria
ERR2604107	ERR2604107__k119_153252	no rank	-_cellular organisms
ERR2604107	ERR2604107__k119_273037	superkingdom	-_cellular organisms;d_Bacteria
ERR2604107	ERR2604107__k119_54044	superkingdom	-_cellular organisms;d_Bacteria
ERR2604107	ERR2604107__k119_134500	superkingdom	-_cellular organisms;d_Bacteria
ERR2604107	ERR2604107__k119_206435	no rank	-_cellular organisms
ERR2604108	ERR2604108__k119_86960	clade	-_cellular organisms;d_Archaea;p_Euryarchaeota;-_Stenosarchaea group
ERR2604108	ERR2604108__k119_164762	no rank	-_cellular organisms
ERR2604108	ERR2604108__k119_174382	superkingdom	-_cellular organisms;d_Bacteria
ERR2604108	ERR2604108__k119_213323	superkingdom	-_cellular organisms;d_Bacteria
ERR2604108	ERR2604108__k119_79583	no rank	-_cellular organisms
ERR2604076	ERR2604076__k119_123898	phylum	-_cellular organisms;d_Bacteria;p_Pseudomonadota
ERR2604077	ERR2604077__k119_160840	class	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria
ERR2604077	ERR2604077__k119_96042	superkingdom	-_cellular organisms;d_Archaea
ERR2604077	ERR2604077__k119_107908	superkingdom	-_cellular organisms;d_Bacteria
ERR2604077	ERR2604077__k119_107912	family	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rhodobacterales;f_Paracoccaceae
ERR2604077	ERR2604077__k119_14592	order	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rhodobacterales
ERR2604077	ERR2604077__k119_140697	no rank	-_cellular organisms
ERR2604077	ERR2604077__k119_100272	phylum	-_cellular organisms;d_Bacteria;p_Pseudomonadota
ERR2604077	ERR2604077__k119_112026	no rank	-_cellular organisms
ERR2604077	ERR2604077__k119_95069	order	-_cellular organisms;d_Bacteria;-_Terrabacteria group;-_Cyanobacteriota/Melainabacteria group;p_Cyanobacteriota;c_Cyanophyceae;o_Synechococcales
ERR2604082	ERR2604082__k119_66462	superkingdom	-_cellular organisms;d_Bacteria
ERR2604082	ERR2604082__k119_38350	class	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria
ERR2604082	ERR2604082__k119_66686	phylum	-_cellular organisms;d_Bacteria;p_Pseudomonadota
